"title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","molecule_ch1","taxid_ch1","description","description.1","platform_id","contact_name","contact_email","contact_phone","contact_fax","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","relation","relation.1"
"PF41 EnPnT3N1G2","GSM26905","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26905/suppl/GSM26905.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26905/suppl/GSM26905.EXP.gz","22215","Reanalyzed by: GSE31519","Reanalyzed by: GSE47561"
"PF42 EnPnT2N2G3","GSM26906","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26906/suppl/GSM26906.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26906/suppl/GSM26906.EXP.gz","22215","Reanalyzed by: GSE31519","Reanalyzed by: GSE47561"
"PF43 EpPpT2N1G2","GSM26907","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26907/suppl/GSM26907.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26907/suppl/GSM26907.EXP.gz","22215","Reanalyzed by: GSE47561",""
"PF44 EnPnT3N0G3","GSM26908","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26908/suppl/GSM26908.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26908/suppl/GSM26908.EXP.gz","22215","Reanalyzed by: GSE31519","Reanalyzed by: GSE47561"
"PF45 EpPpT4N0G2","GSM26909","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26909/suppl/GSM26909.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26909/suppl/GSM26909.EXP.gz","22215","Reanalyzed by: GSE47561",""
"PF46 EnPnT4N1G3","GSM26910","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26910/suppl/GSM26910.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26910/suppl/GSM26910.EXP.gz","22215","Reanalyzed by: GSE31519","Reanalyzed by: GSE47561"
"PF47 EpPpT3N1G3","GSM26911","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26911/suppl/GSM26911.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26911/suppl/GSM26911.EXP.gz","22215","Reanalyzed by: GSE47561",""
"PF48 EnPnT2N0G3","GSM26912","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26912/suppl/GSM26912.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26912/suppl/GSM26912.EXP.gz","22215","Reanalyzed by: GSE31519","Reanalyzed by: GSE47561"
"PF49 EpPpT2N1G1","GSM26913","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26913/suppl/GSM26913.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26913/suppl/GSM26913.EXP.gz","22215","Reanalyzed by: GSE47561",""
"PF50 EpPnT3N1G3","GSM26914","Public on Jun 01 2005","Jul 14 2004","May 31 2013","RNA","1","Biopsy","Homo sapiens","total RNA","9606","EORTC 10994","","GPL96","Richard,,Iggo","r.iggo@bordeaux.unicancer.fr","+33 5 56 33 04 23","+33 5 56 33 32 06","INSERM U916","Bergonie Cancer Institute","University of Bordeaux","229 cours de l'Argonne","Bordeaux","33076","France","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26914/suppl/GSM26914.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM26nnn/GSM26914/suppl/GSM26914.EXP.gz","22215","Reanalyzed by: GSE47561",""
